shipment_number,shipment_date,charge,raw_line,shipment_date_parsed,source_file
394036626396,08/10/2025,2.99,394036626396 08/10/2025 FedEx Priority 1 1.30 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394036648346,08/10/2025,2.99,394036648346 08/10/2025 FedEx Priority 1 3.20 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394036667087,08/10/2025,2.99,394036667087 08/10/2025 FedEx Priority 1 6.30 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394038470779,08/10/2025,2.99,394038470779 08/10/2025 FedEx Priority 1 2.00 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394038507265,08/10/2025,2.99,394038507265 08/10/2025 FedEx Priority 1 4.90 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394038546034,08/10/2025,2.99,394038546034 08/10/2025 FedEx Priority 1 7.80 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394038587505,08/10/2025,2.99,394038587505 08/10/2025 FedEx Priority 1 6.30 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043140056,08/10/2025,2.99,394043140056 08/10/2025 FedEx Priority 1 8.20 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043168405,08/10/2025,2.99,394043168405 08/10/2025 FedEx Priority 1 5.00 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043183806,08/10/2025,2.99,394043183806 08/10/2025 FedEx Priority 1 2.50 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043277620,08/10/2025,2.99,394043277620 08/10/2025 FedEx Priority 1 7.10 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043300415,08/10/2025,2.99,394043300415 08/10/2025 FedEx Priority 1 2.10 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043389464,08/10/2025,2.99,394043389464 08/10/2025 FedEx Priority 1 2.00 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043412742,08/10/2025,2.99,394043412742 08/10/2025 FedEx Priority 1 1.90 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043431082,08/10/2025,2.99,394043431082 08/10/2025 FedEx Priority 1 6.50 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043452150,08/10/2025,2.99,394043452150 08/10/2025 FedEx Priority 1 2.10 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043477810,08/10/2025,2.99,394043477810 08/10/2025 FedEx Priority 1 1.60 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043497318,08/10/2025,2.99,394043497318 08/10/2025 FedEx Priority 1 1.50 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043521577,08/10/2025,2.99,394043521577 08/10/2025 FedEx Priority 1 2.00 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043551536,08/10/2025,2.99,394043551536 08/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043568759,08/10/2025,2.99,394043568759 08/10/2025 FedEx Priority 1 2.70 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043597012,08/10/2025,2.99,394043597012 08/10/2025 FedEx Priority 1 1.30 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043624112,08/10/2025,2.99,394043624112 08/10/2025 FedEx Priority 1 2.00 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043655420,08/10/2025,2.99,394043655420 08/10/2025 FedEx Priority 1 1.80 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043684828,08/10/2025,2.99,394043684828 08/10/2025 FedEx Priority 1 2.00 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394043703920,08/10/2025,2.99,394043703920 08/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394045630853,08/10/2025,2.99,394045630853 08/10/2025 FedEx Priority 1 1.20 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394045652788,08/10/2025,2.99,394045652788 08/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394045668835,08/10/2025,2.99,394045668835 08/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394045686710,08/10/2025,2.99,394045686710 08/10/2025 FedEx Priority 1 6.90 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394045922875,08/10/2025,2.99,394045922875 08/10/2025 FedEx Priority 1 2.50 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394046665247,08/10/2025,2.99,394046665247 08/10/2025 FedEx Priority 1 2.20 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394046681004,08/10/2025,2.99,394046681004 08/10/2025 FedEx Priority 1 1.90 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394046699267,08/10/2025,2.99,394046699267 08/10/2025 FedEx Priority 1 1.10 kg 2.99 0.00 2.99,2025-10-08,FedEx 2.pdf
394077470099,09/10/2025,5.98,394077470099 09/10/2025 FedEx Priority 2 2.00 kg 5.98 0.00 5.98,2025-10-09,FedEx 2.pdf
394077475860,09/10/2025,2.99,394077475860 09/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077483033,09/10/2025,2.99,394077483033 09/10/2025 FedEx Priority 1 1.70 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077488642,09/10/2025,2.99,394077488642 09/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077535983,09/10/2025,2.99,394077535983 09/10/2025 FedEx Priority 1 1.70 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077543731,09/10/2025,2.99,394077543731 09/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077546145,09/10/2025,2.99,394077546145 09/10/2025 FedEx Priority 1 5.20 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077574270,09/10/2025,2.99,394077574270 09/10/2025 FedEx Priority 1 4.00 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077577946,09/10/2025,2.99,394077577946 09/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077595794,09/10/2025,2.99,394077595794 09/10/2025 FedEx Priority 1 5.30 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077600190,09/10/2025,2.99,394077600190 09/10/2025 FedEx Priority 1 1.20 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077611967,09/10/2025,2.99,394077611967 09/10/2025 FedEx Priority 1 1.60 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077691482,09/10/2025,2.99,394077691482 09/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077696278,09/10/2025,2.99,394077696278 09/10/2025 FedEx Priority 1 17.00 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077702082,09/10/2025,2.99,394077702082 09/10/2025 FedEx Priority 1 17.00 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077703354,09/10/2025,2.99,394077703354 09/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077710985,09/10/2025,2.99,394077710985 09/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077716284,09/10/2025,2.99,394077716284 09/10/2025 FedEx Priority 1 8.20 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077775684,09/10/2025,2.99,394077775684 09/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077786990,09/10/2025,2.99,394077786990 09/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077795105,09/10/2025,2.99,394077795105 09/10/2025 FedEx Priority 1 20.10 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394077799626,09/10/2025,2.99,394077799626 09/10/2025 FedEx Priority 1 17.00 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394080698255,09/10/2025,2.99,394080698255 09/10/2025 FedEx Priority 1 2.00 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394085055762,09/10/2025,2.99,394085055762 09/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394085060305,09/10/2025,2.99,394085060305 09/10/2025 FedEx Priority 1 2.30 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394085068924,09/10/2025,2.99,394085068924 09/10/2025 FedEx Priority 1 1.30 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394085074426,09/10/2025,2.99,394085074426 09/10/2025 FedEx Priority 1 17.70 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394085305332,09/10/2025,2.99,394085305332 09/10/2025 FedEx Priority 1 2.90 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394085310055,09/10/2025,2.99,394085310055 09/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394086049693,09/10/2025,2.99,394086049693 09/10/2025 FedEx Priority 1 7.70 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394086086459,09/10/2025,2.99,394086086459 09/10/2025 FedEx Priority 1 1.80 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394086122690,09/10/2025,2.99,394086122690 09/10/2025 FedEx Priority 1 4.20 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394086881378,09/10/2025,2.99,394086881378 09/10/2025 FedEx Priority 1 3.40 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394086900447,09/10/2025,2.99,394086900447 09/10/2025 FedEx Priority 1 6.20 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394086930483,09/10/2025,2.99,394086930483 09/10/2025 FedEx Priority 1 2.40 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394086940175,09/10/2025,2.99,394086940175 09/10/2025 FedEx Priority 1 5.20 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394086964460,09/10/2025,2.99,394086964460 09/10/2025 FedEx Priority 1 4.30 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394086984130,09/10/2025,2.99,394086984130 09/10/2025 FedEx Priority 1 2.30 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394087005808,09/10/2025,2.99,394087005808 09/10/2025 FedEx Priority Cop1 4.60y kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394087020017,09/10/2025,2.99,394087020017 09/10/2025 FedEx Priority 1 4.00 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394087042044,09/10/2025,2.99,394087042044 09/10/2025 FedEx Priority 1 1.70 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394087679909,09/10/2025,2.99,394087679909 09/10/2025 FedEx Priority 1 1.10 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394087696187,09/10/2025,2.99,394087696187 09/10/2025 FedEx Priority 1 2.60 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394087713231,09/10/2025,2.99,394087713231 09/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394087725923,09/10/2025,2.99,394087725923 09/10/2025 FedEx Priority 1 1.80 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394087742628,09/10/2025,2.99,394087742628 09/10/2025 FedEx Priority 1 5.70 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394087759406,09/10/2025,2.99,394087759406 09/10/2025 FedEx Priority 1 2.60 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394087774759,09/10/2025,2.99,394087774759 09/10/2025 FedEx Priority 1 2.00 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394087792313,09/10/2025,2.99,394087792313 09/10/2025 FedEx Priority 1 1.30 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394087811448,09/10/2025,2.99,394087811448 09/10/2025 FedEx Priority 1 1.40 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394087829597,09/10/2025,2.99,394087829597 09/10/2025 FedEx Priority Cop1 1.00y kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394089794076,09/10/2025,2.99,394089794076 09/10/2025 FedEx Priority 1 3.60 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394089824326,09/10/2025,2.99,394089824326 09/10/2025 FedEx Priority 1 3.60 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394089871733,09/10/2025,2.99,394089871733 09/10/2025 FedEx Priority 1 1.80 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394090204479,09/10/2025,2.99,394090204479 09/10/2025 FedEx Priority 1 5.60 kg 2.99 0.00 2.99,2025-10-09,FedEx 2.pdf
394122206069,10/10/2025,2.99,394122206069 10/10/2025 FedEx Priority 1 2.10 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122212112,10/10/2025,2.99,394122212112 10/10/2025 FedEx Priority 1 2.10 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122244335,10/10/2025,2.99,394122244335 10/10/2025 FedEx Priority 1 4.70 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122257070,10/10/2025,2.99,394122257070 10/10/2025 FedEx Priority 1 4.10 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122308580,10/10/2025,2.99,394122308580 10/10/2025 FedEx Priority 1 1.70 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122327894,10/10/2025,2.99,394122327894 10/10/2025 FedEx Priority 1 3.50 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122340376,10/10/2025,2.99,394122340376 10/10/2025 FedEx Priority 1 8.20 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122354166,10/10/2025,2.99,394122354166 10/10/2025 FedEx Priority Cop1 2.10y kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122363848,10/10/2025,2.99,394122363848 10/10/2025 FedEx Priority 1 1.40 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122385279,10/10/2025,2.99,394122385279 10/10/2025 FedEx Priority 1 1.20 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122401280,10/10/2025,2.99,394122401280 10/10/2025 FedEx Priority 1 4.60 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122414393,10/10/2025,2.99,394122414393 10/10/2025 FedEx Priority 1 2.00 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122425200,10/10/2025,2.99,394122425200 10/10/2025 FedEx Priority 1 4.50 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122454055,10/10/2025,2.99,394122454055 10/10/2025 FedEx Priority 1 3.20 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122457775,10/10/2025,2.99,394122457775 10/10/2025 FedEx Priority 1 1.80 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122482401,10/10/2025,2.99,394122482401 10/10/2025 FedEx Priority 1 4.20 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122510438,10/10/2025,2.99,394122510438 10/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122522008,10/10/2025,2.99,394122522008 10/10/2025 FedEx Priority 1 16.70 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122527374,10/10/2025,2.99,394122527374 10/10/2025 FedEx Priority 1 10.00 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394122527970,10/10/2025,2.99,394122527970 10/10/2025 FedEx Priority 1 17.00 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394124773923,10/10/2025,2.99,394124773923 10/10/2025 FedEx Priority 1 5.10 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394124797276,10/10/2025,2.99,394124797276 10/10/2025 FedEx Priority 1 1.70 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394124802040,10/10/2025,2.99,394124802040 10/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394124831621,10/10/2025,2.99,394124831621 10/10/2025 FedEx Priority 1 2.60 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394124862778,10/10/2025,2.99,394124862778 10/10/2025 FedEx Priority 1 2.30 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394124866339,10/10/2025,2.99,394124866339 10/10/2025 FedEx Priority 1 5.70 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394125548419,10/10/2025,2.99,394125548419 10/10/2025 FedEx Priority 1 2.40 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394125559986,10/10/2025,2.99,394125559986 10/10/2025 FedEx Priority 1 2.10 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394125568649,10/10/2025,2.99,394125568649 10/10/2025 FedEx Priority 1 3.20 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394125583671,10/10/2025,2.99,394125583671 10/10/2025 FedEx Priority 1 5.60 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394125588960,10/10/2025,2.99,394125588960 10/10/2025 FedEx Priority 1 1.30 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394125594484,10/10/2025,2.99,394125594484 10/10/2025 FedEx Priority 1 8.50 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394125599545,10/10/2025,2.99,394125599545 10/10/2025 FedEx Priority Cop1 1.10y kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394125634194,10/10/2025,2.99,394125634194 10/10/2025 FedEx Priority 1 1.80 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394125687978,10/10/2025,2.99,394125687978 10/10/2025 FedEx Priority 1 1.80 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127182060,10/10/2025,2.99,394127182060 10/10/2025 FedEx Priority 1 1.70 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127194990,10/10/2025,2.99,394127194990 10/10/2025 FedEx Priority 1 4.00 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127204790,10/10/2025,2.99,394127204790 10/10/2025 FedEx Priority 1 2.40 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127244852,10/10/2025,2.99,394127244852 10/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127260230,10/10/2025,2.99,394127260230 10/10/2025 FedEx Priority 1 3.80 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127269146,10/10/2025,2.99,394127269146 10/10/2025 FedEx Priority 1 4.40 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127325849,10/10/2025,2.99,394127325849 10/10/2025 FedEx Priority 1 8.50 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127458074,10/10/2025,2.99,394127458074 10/10/2025 FedEx Priority 1 7.50 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127472906,10/10/2025,2.99,394127472906 10/10/2025 FedEx Priority 1 2.00 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127489198,10/10/2025,2.99,394127489198 10/10/2025 FedEx Priority 1 11.10 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127527115,10/10/2025,2.99,394127527115 10/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127543166,10/10/2025,2.99,394127543166 10/10/2025 FedEx Priority 1 1.70 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127571578,10/10/2025,2.99,394127571578 10/10/2025 FedEx Priority 1 5.60 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127592429,10/10/2025,2.99,394127592429 10/10/2025 FedEx Priority 1 1.40 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127613556,10/10/2025,2.99,394127613556 10/10/2025 FedEx Priority 1 6.10 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127628721,10/10/2025,2.99,394127628721 10/10/2025 FedEx Priority 1 1.30 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127665910,10/10/2025,2.99,394127665910 10/10/2025 FedEx Priority 1 1.70 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127702025,10/10/2025,2.99,394127702025 10/10/2025 FedEx Priority 1 1.60 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127707715,10/10/2025,2.99,394127707715 10/10/2025 FedEx Priority 1 1.90 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394127840463,10/10/2025,2.99,394127840463 10/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394130145668,10/10/2025,2.99,394130145668 10/10/2025 FedEx Priority 1 1.80 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394130151207,10/10/2025,2.99,394130151207 10/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394130154158,10/10/2025,2.99,394130154158 10/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394130167570,10/10/2025,5.98,394130167570 10/10/2025 FedEx Priority 2 4.60 kg 5.98 0.00 5.98,2025-10-10,FedEx 2.pdf
394130446478,10/10/2025,2.99,394130446478 10/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394130991897,10/10/2025,2.99,394130991897 10/10/2025 FedEx Priority 1 8.30 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394131009192,10/10/2025,2.99,394131009192 10/10/2025 FedEx Priority 1 2.90 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394131032400,10/10/2025,2.99,394131032400 10/10/2025 FedEx Priority 1 1.90 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
394131528662,10/10/2025,2.99,394131528662 10/10/2025 FedEx Priority 1 4.80 kg 2.99 0.00 2.99,2025-10-10,FedEx 2.pdf
