shipment_number,shipment_date,charge,raw_line,shipment_date_parsed
394367268778,17/10/2025,2.99,394367268778 17/10/2025 FedEx Priority 1 7.10 kg 2.99 0.00 2.99,2025-10-17
394367275390,17/10/2025,2.99,394367275390 17/10/2025 FedEx Priority 1 16.00 kg 2.99 0.00 2.99,2025-10-17
394367280919,17/10/2025,2.99,394367280919 17/10/2025 FedEx Priority 1 2.90 kg 2.99 0.00 2.99,2025-10-17
394368266874,17/10/2025,2.99,394368266874 17/10/2025 FedEx Priority 1 5.30 kg 2.99 0.00 2.99,2025-10-17
394368297038,17/10/2025,2.99,394368297038 17/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-17
394368317927,17/10/2025,2.99,394368317927 17/10/2025 FedEx Priority 1 3.40 kg 2.99 0.00 2.99,2025-10-17
394368323061,17/10/2025,2.99,394368323061 17/10/2025 FedEx Priority 1 6.00 kg 2.99 0.00 2.99,2025-10-17
394368334070,17/10/2025,2.99,394368334070 17/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-17
394369271457,17/10/2025,2.99,394369271457 17/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-17
394369276209,17/10/2025,2.99,394369276209 17/10/2025 FedEx Priority 1 17.20 kg 2.99 0.00 2.99,2025-10-17
394369280587,17/10/2025,2.99,394369280587 17/10/2025 FedEx Priority 1 15.30 kg 2.99 0.00 2.99,2025-10-17
394369283303,17/10/2025,2.99,394369283303 17/10/2025 FedEx Priority 1 16.20 kg 2.99 0.00 2.99,2025-10-17
394369289297,17/10/2025,2.99,394369289297 17/10/2025 FedEx Priority 1 21.20 kg 2.99 0.00 2.99,2025-10-17
394369344011,17/10/2025,2.99,394369344011 17/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-17
394369898986,17/10/2025,2.99,394369898986 17/10/2025 FedEx Priority 1 4.80 kg 2.99 0.00 2.99,2025-10-17
394369917780,17/10/2025,2.99,394369917780 17/10/2025 FedEx Priority 1 1.30 kg 2.99 0.00 2.99,2025-10-17
394369928560,17/10/2025,2.99,394369928560 17/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-17
394369936708,17/10/2025,2.99,394369936708 17/10/2025 FedEx Priority 1 2.00 kg 2.99 0.00 2.99,2025-10-17
394369943342,17/10/2025,2.99,394369943342 17/10/2025 FedEx Priority 1 5.10 kg 2.99 0.00 2.99,2025-10-17
394370301571,17/10/2025,2.99,394370301571 17/10/2025 FedEx Priority 1 7.80 kg 2.99 0.00 2.99,2025-10-17
394372689364,17/10/2025,2.99,394372689364 17/10/2025 FedEx Priority 1 4.80 kg 2.99 0.00 2.99,2025-10-17
394372703946,17/10/2025,2.99,394372703946 17/10/2025 FedEx Priority 1 2.40 kg 2.99 0.00 2.99,2025-10-17
394372710157,17/10/2025,2.99,394372710157 17/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-17
394373308575,17/10/2025,2.99,394373308575 17/10/2025 FedEx Priority 1 7.40 kg 2.99 0.00 2.99,2025-10-17
394373314412,17/10/2025,2.99,394373314412 17/10/2025 FedEx Priority 1 15.00 kg 2.99 0.00 2.99,2025-10-17
394374060659,17/10/2025,2.99,394374060659 17/10/2025 FedEx Priority 1 10.40 kg 2.99 0.00 2.99,2025-10-17
394374078639,17/10/2025,2.99,394374078639 17/10/2025 FedEx Priority 1 2.10 kg 2.99 0.00 2.99,2025-10-17
393933215765,06/10/2025,2.99,393933215765 06/10/2025 FedEx Priority 1 17.90 kg 2.99 0.00 2.99,2025-10-06
393933227151,06/10/2025,2.99,393933227151 06/10/2025 FedEx Priority 1 18.50 kg 2.99 0.00 2.99,2025-10-06
393933231901,06/10/2025,2.99,393933231901 06/10/2025 FedEx Priority 1 23.50 kg 2.99 0.00 2.99,2025-10-06
393933246455,06/10/2025,2.99,393933246455 06/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-06
393933252998,06/10/2025,2.99,393933252998 06/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-06
393933259904,06/10/2025,2.99,393933259904 06/10/2025 FedEx Priority 1 17.70 kg 2.99 0.00 2.99,2025-10-06
393933267133,06/10/2025,2.99,393933267133 06/10/2025 FedEx Priority 1 16.70 kg 2.99 0.00 2.99,2025-10-06
393933276804,06/10/2025,2.99,393933276804 06/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-06
393933281560,06/10/2025,2.99,393933281560 06/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-06
393933291322,06/10/2025,2.99,393933291322 06/10/2025 FedEx Priority 1 17.00 kg 2.99 0.00 2.99,2025-10-06
393933302367,06/10/2025,2.99,393933302367 06/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-06
393933310917,06/10/2025,2.99,393933310917 06/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-06
393933318653,06/10/2025,2.99,393933318653 06/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-06
393933323803,06/10/2025,2.99,393933323803 06/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-06
393933330183,06/10/2025,2.99,393933330183 06/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-06
393933336869,06/10/2025,2.99,393933336869 06/10/2025 FedEx Priority 1 19.20 kg 2.99 0.00 2.99,2025-10-06
393933343860,06/10/2025,2.99,393933343860 06/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-06
393933350509,06/10/2025,2.99,393933350509 06/10/2025 FedEx Priority 1 17.60 kg 2.99 0.00 2.99,2025-10-06
393934728776,06/10/2025,2.99,393934728776 06/10/2025 FedEx Priority 1 17.20 kg 2.99 0.00 2.99,2025-10-06
393934738402,06/10/2025,2.99,393934738402 06/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-06
393934876266,06/10/2025,2.99,393934876266 06/10/2025 FedEx Priority 1 18.30 kg 2.99 0.00 2.99,2025-10-06
393934886392,06/10/2025,2.99,393934886392 06/10/2025 FedEx Priority 1 18.80 kg 2.99 0.00 2.99,2025-10-06
393935506100,06/10/2025,2.99,393935506100 06/10/2025 FedEx Priority 1 17.00 kg 2.99 0.00 2.99,2025-10-06
393935861190,06/10/2025,2.99,393935861190 06/10/2025 FedEx Priority 1 19.20 kg 2.99 0.00 2.99,2025-10-06
393935939135,06/10/2025,2.99,393935939135 06/10/2025 FedEx Priority 1 17.00 kg 2.99 0.00 2.99,2025-10-06
393940118178,06/10/2025,2.99,393940118178 06/10/2025 FedEx Priority 1 17.00 kg 2.99 0.00 2.99,2025-10-06
393940291666,06/10/2025,2.99,393940291666 06/10/2025 FedEx Priority 1 18.30 kg 2.99 0.00 2.99,2025-10-06
393940431379,06/10/2025,2.99,393940431379 06/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-06
393940937348,06/10/2025,2.99,393940937348 06/10/2025 FedEx Priority Cop1 17.1y0 kg 2.99 0.00 2.99,2025-10-06
393941072157,06/10/2025,2.99,393941072157 06/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-06
393941581590,06/10/2025,2.99,393941581590 06/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-06
393941916633,06/10/2025,2.99,393941916633 06/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-06
393943254237,06/10/2025,2.99,393943254237 06/10/2025 FedEx Priority 1 18.30 kg 2.99 0.00 2.99,2025-10-06
393943439508,06/10/2025,2.99,393943439508 06/10/2025 FedEx Priority 1 17.00 kg 2.99 0.00 2.99,2025-10-06
393946268530,06/10/2025,2.99,393946268530 06/10/2025 FedEx Priority 1 17.10 kg 2.99 0.00 2.99,2025-10-06
393946550846,06/10/2025,2.99,393946550846 06/10/2025 FedEx Priority 1 17.00 kg 2.99 0.00 2.99,2025-10-06
393947242743,06/10/2025,2.99,393947242743 06/10/2025 FedEx Priority 1 17.40 kg 2.99 0.00 2.99,2025-10-06
393948225438,06/10/2025,2.99,393948225438 06/10/2025 FedEx Priority 1 17.10 kg 2.99 0.00 2.99,2025-10-06
393948236480,06/10/2025,2.99,393948236480 06/10/2025 FedEx Priority 1 18.70 kg 2.99 0.00 2.99,2025-10-06
393948244319,06/10/2025,2.99,393948244319 06/10/2025 FedEx Priority 1 17.00 kg 2.99 0.00 2.99,2025-10-06
393948471329,06/10/2025,2.99,393948471329 06/10/2025 FedEx Priority Cop1 17.4y0 kg 2.99 0.00 2.99,2025-10-06
393949003651,06/10/2025,2.99,393949003651 06/10/2025 FedEx Priority 1 2.90 kg 2.99 0.00 2.99,2025-10-06
393949014188,06/10/2025,2.99,393949014188 06/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-06
393949022153,06/10/2025,2.99,393949022153 06/10/2025 FedEx Priority 1 2.50 kg 2.99 0.00 2.99,2025-10-06
393949031743,06/10/2025,2.99,393949031743 06/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-06
393949039354,06/10/2025,2.99,393949039354 06/10/2025 FedEx Priority 1 1.60 kg 2.99 0.00 2.99,2025-10-06
393949050944,06/10/2025,2.99,393949050944 06/10/2025 FedEx Priority 1 9.60 kg 2.99 0.00 2.99,2025-10-06
393949067160,06/10/2025,2.99,393949067160 06/10/2025 FedEx Priority 1 3.00 kg 2.99 0.00 2.99,2025-10-06
393949076326,06/10/2025,2.99,393949076326 06/10/2025 FedEx Priority 1 1.90 kg 2.99 0.00 2.99,2025-10-06
393949085022,06/10/2025,2.99,393949085022 06/10/2025 FedEx Priority 1 1.80 kg 2.99 0.00 2.99,2025-10-06
393949176351,06/10/2025,2.99,393949176351 06/10/2025 FedEx Priority 1 1.10 kg 2.99 0.00 2.99,2025-10-06
393949187624,06/10/2025,2.99,393949187624 06/10/2025 FedEx Priority 1 3.40 kg 2.99 0.00 2.99,2025-10-06
393949364489,06/10/2025,2.99,393949364489 06/10/2025 FedEx Priority 1 5.90 kg 2.99 0.00 2.99,2025-10-06
393949389920,06/10/2025,2.99,393949389920 06/10/2025 FedEx Priority Cop1 2.90y kg 2.99 0.00 2.99,2025-10-06
393949403994,06/10/2025,2.99,393949403994 06/10/2025 FedEx Priority 1 1.60 kg 2.99 0.00 2.99,2025-10-06
393949435810,06/10/2025,2.99,393949435810 06/10/2025 FedEx Priority 1 2.60 kg 2.99 0.00 2.99,2025-10-06
393949447309,06/10/2025,2.99,393949447309 06/10/2025 FedEx Priority 1 2.40 kg 2.99 0.00 2.99,2025-10-06
393949465558,06/10/2025,2.99,393949465558 06/10/2025 FedEx Priority 1 8.10 kg 2.99 0.00 2.99,2025-10-06
393949482355,06/10/2025,2.99,393949482355 06/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-06
393949499442,06/10/2025,2.99,393949499442 06/10/2025 FedEx Priority 1 1.70 kg 2.99 0.00 2.99,2025-10-06
393949512400,06/10/2025,2.99,393949512400 06/10/2025 FedEx Priority 1 6.60 kg 2.99 0.00 2.99,2025-10-06
393949526417,06/10/2025,2.99,393949526417 06/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-06
393949542608,06/10/2025,2.99,393949542608 06/10/2025 FedEx Priority 1 7.40 kg 2.99 0.00 2.99,2025-10-06
393949558478,06/10/2025,2.99,393949558478 06/10/2025 FedEx Priority 1 1.20 kg 2.99 0.00 2.99,2025-10-06
393949567862,06/10/2025,2.99,393949567862 06/10/2025 FedEx Priority 1 1.40 kg 2.99 0.00 2.99,2025-10-06
393949846862,06/10/2025,2.99,393949846862 06/10/2025 FedEx Priority 1 2.40 kg 2.99 0.00 2.99,2025-10-06
393949861954,06/10/2025,2.99,393949861954 06/10/2025 FedEx Priority 1 1.70 kg 2.99 0.00 2.99,2025-10-06
393949965404,06/10/2025,2.99,393949965404 06/10/2025 FedEx Priority 1 5.40 kg 2.99 0.00 2.99,2025-10-06
393950042457,06/10/2025,2.99,393950042457 06/10/2025 FedEx Priority 1 5.30 kg 2.99 0.00 2.99,2025-10-06
393950293832,06/10/2025,2.99,393950293832 06/10/2025 FedEx Priority 1 1.60 kg 2.99 0.00 2.99,2025-10-06
393950316686,06/10/2025,2.99,393950316686 06/10/2025 FedEx Priority 1 4.90 kg 2.99 0.00 2.99,2025-10-06
393950368396,06/10/2025,2.99,393950368396 06/10/2025 FedEx Priority 1 3.20 kg 2.99 0.00 2.99,2025-10-06
393950386855,06/10/2025,2.99,393950386855 06/10/2025 FedEx Priority 1 1.30 kg 2.99 0.00 2.99,2025-10-06
393950403255,06/10/2025,2.99,393950403255 06/10/2025 FedEx Priority 1 3.80 kg 2.99 0.00 2.99,2025-10-06
393950432891,06/10/2025,2.99,393950432891 06/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-06
393950454760,06/10/2025,2.99,393950454760 06/10/2025 FedEx Priority 1 3.60 kg 2.99 0.00 2.99,2025-10-06
393950605676,06/10/2025,2.99,393950605676 06/10/2025 FedEx Priority 1 2.00 kg 2.99 0.00 2.99,2025-10-06
393950614280,06/10/2025,2.99,393950614280 06/10/2025 FedEx Priority 1 4.00 kg 2.99 0.00 2.99,2025-10-06
393950633952,06/10/2025,2.99,393950633952 06/10/2025 FedEx Priority 1 2.00 kg 2.99 0.00 2.99,2025-10-06
393950660875,06/10/2025,2.99,393950660875 06/10/2025 FedEx Priority 1 2.90 kg 2.99 0.00 2.99,2025-10-06
393950682090,06/10/2025,2.99,393950682090 06/10/2025 FedEx Priority 1 2.20 kg 2.99 0.00 2.99,2025-10-06
393950712718,06/10/2025,2.99,393950712718 06/10/2025 FedEx Priority 1 7.50 kg 2.99 0.00 2.99,2025-10-06
393950793170,06/10/2025,2.99,393950793170 06/10/2025 FedEx Priority 1 10.30 kg 2.99 0.00 2.99,2025-10-06
393950805914,06/10/2025,2.99,393950805914 06/10/2025 FedEx Priority 1 1.10 kg 2.99 0.00 2.99,2025-10-06
393950841485,06/10/2025,2.99,393950841485 06/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-06
393950974480,06/10/2025,2.99,393950974480 06/10/2025 FedEx Priority 1 2.00 kg 2.99 0.00 2.99,2025-10-06
393950986667,06/10/2025,2.99,393950986667 06/10/2025 FedEx Priority 1 3.20 kg 2.99 0.00 2.99,2025-10-06
393951600052,06/10/2025,2.99,393951600052 06/10/2025 FedEx Priority 1 7.50 kg 2.99 0.00 2.99,2025-10-06
393951934791,06/10/2025,2.99,393951934791 06/10/2025 FedEx Priority 1 7.00 kg 2.99 0.00 2.99,2025-10-06
393951952106,06/10/2025,2.99,393951952106 06/10/2025 FedEx Priority 1 4.70 kg 2.99 0.00 2.99,2025-10-06
393952005021,06/10/2025,2.99,393952005021 06/10/2025 FedEx Priority 1 5.60 kg 2.99 0.00 2.99,2025-10-06
393952131000,06/10/2025,2.99,393952131000 06/10/2025 FedEx Priority 1 6.70 kg 2.99 0.00 2.99,2025-10-06
393952599533,06/10/2025,2.99,393952599533 06/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-06
393952886060,06/10/2025,2.99,393952886060 06/10/2025 FedEx Priority 1 5.90 kg 2.99 0.00 2.99,2025-10-06
393952925716,06/10/2025,2.99,393952925716 06/10/2025 FedEx Priority 1 1.40 kg 2.99 0.00 2.99,2025-10-06
393952967090,06/10/2025,2.99,393952967090 06/10/2025 FedEx Priority 1 6.70 kg 2.99 0.00 2.99,2025-10-06
393953037869,06/10/2025,2.99,393953037869 06/10/2025 FedEx Priority 1 7.10 kg 2.99 0.00 2.99,2025-10-06
393953062425,06/10/2025,2.99,393953062425 06/10/2025 FedEx Priority 1 2.10 kg 2.99 0.00 2.99,2025-10-06
393953144028,06/10/2025,2.99,393953144028 06/10/2025 FedEx Priority 1 7.50 kg 2.99 0.00 2.99,2025-10-06
393953187248,06/10/2025,2.99,393953187248 06/10/2025 FedEx Priority 1 3.50 kg 2.99 0.00 2.99,2025-10-06
393953214028,06/10/2025,2.99,393953214028 06/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-06
393953247410,06/10/2025,2.99,393953247410 06/10/2025 FedEx Priority 1 5.90 kg 2.99 0.00 2.99,2025-10-06
393953285226,06/10/2025,2.99,393953285226 06/10/2025 FedEx Priority 1 2.00 kg 2.99 0.00 2.99,2025-10-06
393953319114,06/10/2025,2.99,393953319114 06/10/2025 FedEx Priority 1 8.40 kg 2.99 0.00 2.99,2025-10-06
393953824106,06/10/2025,2.99,393953824106 06/10/2025 FedEx Priority 1 1.60 kg 2.99 0.00 2.99,2025-10-06
393953861832,06/10/2025,2.99,393953861832 06/10/2025 FedEx Priority 1 6.90 kg 2.99 0.00 2.99,2025-10-06
393953885288,06/10/2025,2.99,393953885288 06/10/2025 FedEx Priority 1 9.10 kg 2.99 0.00 2.99,2025-10-06
393953909532,06/10/2025,2.99,393953909532 06/10/2025 FedEx Priority 1 6.80 kg 2.99 0.00 2.99,2025-10-06
393953970807,06/10/2025,2.99,393953970807 06/10/2025 FedEx Priority 1 5.80 kg 2.99 0.00 2.99,2025-10-06
393953987993,06/10/2025,2.99,393953987993 06/10/2025 FedEx Priority 1 8.50 kg 2.99 0.00 2.99,2025-10-06
393954400490,06/10/2025,2.99,393954400490 06/10/2025 FedEx Priority 1 9.40 kg 2.99 0.00 2.99,2025-10-06
393954424248,06/10/2025,2.99,393954424248 06/10/2025 FedEx Priority 1 4.50 kg 2.99 0.00 2.99,2025-10-06
393954439630,06/10/2025,2.99,393954439630 06/10/2025 FedEx Priority 1 3.60 kg 2.99 0.00 2.99,2025-10-06
393954459025,06/10/2025,2.99,393954459025 06/10/2025 FedEx Priority 1 1.80 kg 2.99 0.00 2.99,2025-10-06
393954561267,06/10/2025,2.99,393954561267 06/10/2025 FedEx Priority 1 2.40 kg 2.99 0.00 2.99,2025-10-06
393955034005,06/10/2025,2.99,393955034005 06/10/2025 FedEx Priority Cop1 1.00y kg 2.99 0.00 2.99,2025-10-06
393955069525,06/10/2025,2.99,393955069525 06/10/2025 FedEx Priority 1 9.30 kg 2.99 0.00 2.99,2025-10-06
393987636981,07/10/2025,2.99,393987636981 07/10/2025 FedEx Priority 1 4.70 kg 2.99 0.00 2.99,2025-10-07
393987660910,07/10/2025,2.99,393987660910 07/10/2025 FedEx Priority 1 3.60 kg 2.99 0.00 2.99,2025-10-07
393987678153,07/10/2025,2.99,393987678153 07/10/2025 FedEx Priority 1 3.00 kg 2.99 0.00 2.99,2025-10-07
393987701854,07/10/2025,2.99,393987701854 07/10/2025 FedEx Priority 1 2.60 kg 2.99 0.00 2.99,2025-10-07
393987727762,07/10/2025,2.99,393987727762 07/10/2025 FedEx Priority 1 2.20 kg 2.99 0.00 2.99,2025-10-07
393987749458,07/10/2025,2.99,393987749458 07/10/2025 FedEx Priority 1 2.90 kg 2.99 0.00 2.99,2025-10-07
393987769725,07/10/2025,2.99,393987769725 07/10/2025 FedEx Priority 1 8.40 kg 2.99 0.00 2.99,2025-10-07
393987794233,07/10/2025,2.99,393987794233 07/10/2025 FedEx Priority 1 2.10 kg 2.99 0.00 2.99,2025-10-07
393987930547,07/10/2025,2.99,393987930547 07/10/2025 FedEx Priority 1 3.60 kg 2.99 0.00 2.99,2025-10-07
393989722248,07/10/2025,2.99,393989722248 07/10/2025 FedEx Priority 1 4.10 kg 2.99 0.00 2.99,2025-10-07
393990893660,07/10/2025,2.99,393990893660 07/10/2025 FedEx Priority Cop1 1.00y kg 2.99 0.00 2.99,2025-10-07
393990930430,07/10/2025,2.99,393990930430 07/10/2025 FedEx Priority 1 1.10 kg 2.99 0.00 2.99,2025-10-07
393990962505,07/10/2025,2.99,393990962505 07/10/2025 FedEx Priority 1 3.80 kg 2.99 0.00 2.99,2025-10-07
393990983249,07/10/2025,2.99,393990983249 07/10/2025 FedEx Priority 1 1.70 kg 2.99 0.00 2.99,2025-10-07
393991018062,07/10/2025,2.99,393991018062 07/10/2025 FedEx Priority 1 3.80 kg 2.99 0.00 2.99,2025-10-07
393991044910,07/10/2025,2.99,393991044910 07/10/2025 FedEx Priority 1 7.20 kg 2.99 0.00 2.99,2025-10-07
393991067108,07/10/2025,2.99,393991067108 07/10/2025 FedEx Priority 1 4.30 kg 2.99 0.00 2.99,2025-10-07
393991087522,07/10/2025,2.99,393991087522 07/10/2025 FedEx Priority 1 2.70 kg 2.99 0.00 2.99,2025-10-07
393992094829,07/10/2025,2.99,393992094829 07/10/2025 FedEx Priority 1 1.20 kg 2.99 0.00 2.99,2025-10-07
393993500608,07/10/2025,2.99,393993500608 07/10/2025 FedEx Priority 1 5.30 kg 2.99 0.00 2.99,2025-10-07
393994751254,07/10/2025,2.99,393994751254 07/10/2025 FedEx Priority 1 2.00 kg 2.99 0.00 2.99,2025-10-07
393994806910,07/10/2025,2.99,393994806910 07/10/2025 FedEx Priority 1 3.80 kg 2.99 0.00 2.99,2025-10-07
393994891802,07/10/2025,2.99,393994891802 07/10/2025 FedEx Priority 1 3.00 kg 2.99 0.00 2.99,2025-10-07
393994924771,07/10/2025,2.99,393994924771 07/10/2025 FedEx Priority 1 3.00 kg 2.99 0.00 2.99,2025-10-07
393994946489,07/10/2025,2.99,393994946489 07/10/2025 FedEx Priority 1 5.70 kg 2.99 0.00 2.99,2025-10-07
393995151883,07/10/2025,2.99,393995151883 07/10/2025 FedEx Priority 1 2.70 kg 2.99 0.00 2.99,2025-10-07
393995267532,07/10/2025,2.99,393995267532 07/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-07
393995305938,07/10/2025,2.99,393995305938 07/10/2025 FedEx Priority 1 2.70 kg 2.99 0.00 2.99,2025-10-07
393995944677,07/10/2025,2.99,393995944677 07/10/2025 FedEx Priority 1 1.80 kg 2.99 0.00 2.99,2025-10-07
393995965848,07/10/2025,2.99,393995965848 07/10/2025 FedEx Priority 1 4.10 kg 2.99 0.00 2.99,2025-10-07
393995982770,07/10/2025,2.99,393995982770 07/10/2025 FedEx Priority 1 1.70 kg 2.99 0.00 2.99,2025-10-07
393996013897,07/10/2025,2.99,393996013897 07/10/2025 FedEx Priority 1 9.80 kg 2.99 0.00 2.99,2025-10-07
393996040011,07/10/2025,2.99,393996040011 07/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-07
393996063300,07/10/2025,2.99,393996063300 07/10/2025 FedEx Priority 1 3.20 kg 2.99 0.00 2.99,2025-10-07
393996091630,07/10/2025,2.99,393996091630 07/10/2025 FedEx Priority 1 5.50 kg 2.99 0.00 2.99,2025-10-07
393996138209,07/10/2025,2.99,393996138209 07/10/2025 FedEx Priority 1 3.70 kg 2.99 0.00 2.99,2025-10-07
393996163195,07/10/2025,2.99,393996163195 07/10/2025 FedEx Priority 1 1.70 kg 2.99 0.00 2.99,2025-10-07
393996206673,07/10/2025,2.99,393996206673 07/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-07
393996227936,07/10/2025,2.99,393996227936 07/10/2025 FedEx Priority 1 5.10 kg 2.99 0.00 2.99,2025-10-07
393996244034,07/10/2025,2.99,393996244034 07/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-07
393996264183,07/10/2025,2.99,393996264183 07/10/2025 FedEx Priority 1 3.30 kg 2.99 0.00 2.99,2025-10-07
393996284428,07/10/2025,2.99,393996284428 07/10/2025 FedEx Priority 1 5.70 kg 2.99 0.00 2.99,2025-10-07
393996301869,07/10/2025,2.99,393996301869 07/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-07
393996319367,07/10/2025,2.99,393996319367 07/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-07
393996344563,07/10/2025,2.99,393996344563 07/10/2025 FedEx Priority 1 1.90 kg 2.99 0.00 2.99,2025-10-07
393996823385,07/10/2025,2.99,393996823385 07/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-07
393996867189,07/10/2025,2.99,393996867189 07/10/2025 FedEx Priority 1 1.10 kg 2.99 0.00 2.99,2025-10-07
393996891091,07/10/2025,2.99,393996891091 07/10/2025 FedEx Priority 1 3.30 kg 2.99 0.00 2.99,2025-10-07
393996911009,07/10/2025,2.99,393996911009 07/10/2025 FedEx Priority 1 2.90 kg 2.99 0.00 2.99,2025-10-07
393996925759,07/10/2025,2.99,393996925759 07/10/2025 FedEx Priority 1 3.40 kg 2.99 0.00 2.99,2025-10-07
393996944504,07/10/2025,2.99,393996944504 07/10/2025 FedEx Priority 1 4.20 kg 2.99 0.00 2.99,2025-10-07
393996974551,07/10/2025,2.99,393996974551 07/10/2025 FedEx Priority 1 7.20 kg 2.99 0.00 2.99,2025-10-07
393996983762,07/10/2025,2.99,393996983762 07/10/2025 FedEx Priority 1 5.00 kg 2.99 0.00 2.99,2025-10-07
393997344170,07/10/2025,2.99,393997344170 07/10/2025 FedEx Priority 1 1.90 kg 2.99 0.00 2.99,2025-10-07
393997363587,07/10/2025,2.99,393997363587 07/10/2025 FedEx Priority 1 2.70 kg 2.99 0.00 2.99,2025-10-07
393997377263,07/10/2025,2.99,393997377263 07/10/2025 FedEx Priority 1 3.30 kg 2.99 0.00 2.99,2025-10-07
393997393980,07/10/2025,2.99,393997393980 07/10/2025 FedEx Priority 1 1.40 kg 2.99 0.00 2.99,2025-10-07
393997505903,07/10/2025,2.99,393997505903 07/10/2025 FedEx Priority 1 8.00 kg 2.99 0.00 2.99,2025-10-07
393998850820,07/10/2025,2.99,393998850820 07/10/2025 FedEx Priority 1 10.50 kg 2.99 0.00 2.99,2025-10-07
393998864675,07/10/2025,2.99,393998864675 07/10/2025 FedEx Priority 1 1.00 kg 2.99 0.00 2.99,2025-10-07
393998884508,07/10/2025,2.99,393998884508 07/10/2025 FedEx Priority 1 2.60 kg 2.99 0.00 2.99,2025-10-07
393999241538,07/10/2025,2.99,393999241538 07/10/2025 FedEx Priority 1 2.00 kg 2.99 0.00 2.99,2025-10-07
393999255729,07/10/2025,2.99,393999255729 07/10/2025 FedEx Priority 1 2.00 kg 2.99 0.00 2.99,2025-10-07
393999269986,07/10/2025,2.99,393999269986 07/10/2025 FedEx Priority 1 1.50 kg 2.99 0.00 2.99,2025-10-07
393999289006,07/10/2025,2.99,393999289006 07/10/2025 FedEx Priority 1 6.30 kg 2.99 0.00 2.99,2025-10-07
393999304812,07/10/2025,2.99,393999304812 07/10/2025 FedEx Priority 1 1.80 kg 2.99 0.00 2.99,2025-10-07
393999322498,07/10/2025,2.99,393999322498 07/10/2025 FedEx Priority 1 3.60 kg 2.99 0.00 2.99,2025-10-07
393999332926,07/10/2025,2.99,393999332926 07/10/2025 FedEx Priority 1 4.50 kg 2.99 0.00 2.99,2025-10-07
394000744629,07/10/2025,2.99,394000744629 07/10/2025 FedEx Priority 1 2.10 kg 2.99 0.00 2.99,2025-10-07
394001107977,07/10/2025,2.99,394001107977 07/10/2025 FedEx Priority 1 6.40 kg 2.99 0.00 2.99,2025-10-07
394031893320,08/10/2025,2.99,394031893320 08/10/2025 FedEx Priority 1 4.00 kg 2.99 0.00 2.99,2025-10-08
394031935592,08/10/2025,2.99,394031935592 08/10/2025 FedEx Priority 1 3.90 kg 2.99 0.00 2.99,2025-10-08
394031951544,08/10/2025,2.99,394031951544 08/10/2025 FedEx Priority 1 1.20 kg 2.99 0.00 2.99,2025-10-08
394031966385,08/10/2025,2.99,394031966385 08/10/2025 FedEx Priority 1 1.10 kg 2.99 0.00 2.99,2025-10-08
